"","x"
"316",34.9311245432628
"317",34.2230832102028
"318",33.7193691322295
"319",34.5779579933928
"320",34.2530764978937
"321",34.5309174767631
"322",34.4608968180152
"323",33.9799867798588
"324",34.7486720607779
"325",36.0932670572228
"326",37.8966803872111
"327",39.0747037669344
"328",39.3801887629325
"329",40.5935031106119
"330",42.4830432936639
"331",43.7170454708852
"332",45.5054587929775
"333",46.316789169791
"334",47.0068265263722
"335",47.8238478423416
"336",48.7635495954329
"337",47.5019150525131
"338",47.1188754621517
"339",46.0712367733344
"340",45.670495348186
"341",44.3227452404584
"342",42.7050460308827
"343",43.3363179633377
"344",44.8833801109087
"345",44.044382898451
"346",44.5249663563259
"347",45.4964487475211
"348",46.8443831315015
"349",47.2002224058154
"350",47.2614756141414
"351",48.7235872693426
"352",46.0068625735678
"353",46.3490713996455
"354",44.8828777800446
"355",43.4165628432835
"356",41.7192664732611
"357",40.8816900677308
"358",39.9376738046659
"359",39.9433857908105
"360",39.7583369769494
"361",37.7735874947449
"362",35.9927307951561
"363",35.0345520823505
"364",35.4681021650978
"365",36.736923843827
"366",36.9883061745627
"367",36.2010194655239
"368",34.2294250280945
"369",32.1071063145602
"370",33.0365869875311
"371",34.6661098081603
"372",35.9600744276976
"373",39.5621782054439
"374",38.8254197965489
"375",39.2226904955538
"376",36.9991145803226
"377",36.1755772155933
"378",36.2364339336406
"379",37.0259931085983
"380",36.7087760504749
"381",36.8441982505509
"382",36.3396213846555
"383",37.1183100156562
"384",37.0126573244113
"385",36.7108484315683
"386",36.5506086563704
"387",36.8023183103917
"388",36.3552466103608
"389",35.585874557304
"390",35.6236503644368
"391",33.2425405398659
"392",31.0628945298899
"393",31.2334983344651
"394",31.9569173548503
"395",33.4129178338932
"396",35.3817709432765
"397",35.8724453588005
"398",35.2352509879188
"399",34.7733748844226
"400",36.4394540701998
"401",36.4396419615904
"402",37.7716949460492
"403",38.3514357982739
"404",38.4538197830238
"405",38.7534099266617
"406",36.89463083775
"407",35.3994550021949
"408",33.6443842869928
"409",32.7160958893762
"410",32.391951630094
"411",33.7043360884031
"412",32.7010337966013
"413",31.8220744494979
"414",31.8199313680192
"415",31.4212796118258
"416",33.9647033131343
"417",32.4429037276584
"418",32.0978770200738
"419",30.5801274183769
"420",31.2071385339304
"421",32.0952204054384
"422",33.2805492016066
"423",33.0111236604911
"424",32.6294846264515
"425",32.2663245560975
"426",32.5597656975315
"427",33.5682930215473
"428",33.5552485895631
"429",34.9810661235425
"430",35.3102543488975
"431",36.349208653059
"432",36.100388295794
"433",34.6339948312162
"434",35.5289933847351
"435",33.4513867172077
"436",33.1013973062363
"437",30.9003013258963
"438",30.3870493480986
"439",30.9016595179521
"440",31.7385583478374
"441",32.0608831859537
"442",31.0957512697795
"443",30.3650124576159
"444",29.1510377069749
"445",28.1295433675741
"446",26.6416356194232
"447",26.4572563087718
"448",27.1904982545898
"449",28.2345876207694
"450",28.1364555280552
"451",27.7204947256377
"452",26.9329098636962
"453",27.436153163201
"454",27.1533198546772
"455",27.2452431630233
"456",26.3223290013243
"457",25.5387741815397
"458",25.0111126386833
"459",23.1546124148396
"460",24.6243035504634
"461",24.6508475561591
"462",27.0013241519457
"463",27.7690036999643
"464",28.5423063001341
"465",28.550220512353
"466",31.4542583566392
"467",32.7913376467087
"468",34.9640182468658
"469",35.0236170254607
"470",35.4953676223771
"471",34.9463761651404
"472",32.9068497157406
"473",31.4746781107251
"474",30.280550023809
"475",30.2722325987647
"476",28.8709541749059
"477",27.8502505181468
"478",27.3160881907091
"479",26.6804535978446
"480",26.1488139572494
"481",25.9446837884489
"482",26.8325624268328
"483",26.9310139064413
"484",25.9757962853748
"485",25.8254029525425
"486",23.8762657870161
"487",21.0338933828441
"488",21.0358354989679
"489",20.9876841702807
"490",20.1034005095033
"491",19.6300944786608
"492",19.024177957423
"493",19.4505094364066
"494",19.534818194489
"495",18.3357898113872
"496",17.172170541146
"497",16.4036922308164
"498",15.8224147212498
"499",16.0605745919382
"500",16.6117032117729
"501",16.6975059887159
"502",14.8725610364615
"503",13.1045875927617
"504",13.400991217699
"505",14.550403245672
"506",15.9346318003437
"507",14.4411340650446
"508",13.3054849971421
"509",13.9507369194228
"510",13.0906040723095
"511",11.3430733914307
"512",11.1608985741643
"513",11.2049037133367
"514",12.3235576508083
"515",13.9296678510759
"516",13.8362311489439
"517",15.1514479335709
"518",14.5569595847417
"519",13.4044723315596
"520",14.2334177141429
"521",15.9536405623801
"522",17.3971253361975
"523",18.0021135963
"524",17.109862697979
"525",18.3260585778072
"526",19.1387046355159
"527",20.032160455415
"528",19.5609747609024
"529",19.3884124340462
"530",20.0478644218776
"531",20.3065591568505
"532",18.9836974398521
"533",18.8474154796767
"534",18.413749947169
"535",19.0003942772027
"536",19.5619597269821
"537",20.6447812459996
"538",21.2430444475874
"539",22.3795774285889
"540",21.4607094270308
"541",21.0551171584625
"542",19.9431432519831
"543",20.6000568196725
"544",21.106802729336
"545",24.2225660712743
"546",25.3526757819496
"547",26.3403866600779
"548",23.268360031444
"549",22.5420828951463
"550",21.457842024281
"551",20.5410416770755
"552",19.6912388702951
"553",20.008472169053
"554",19.9404908010438
"555",21.0419640633809
"556",22.6661567894445
"557",23.0933546563752
"558",22.9774346263034
"559",21.2565820380787
"560",21.0631053382521
"561",22.5310943454115
"562",22.0183462005603
"563",22.062426013465
"564",21.8283290868802
"565",20.1162170835845
"566",19.2096678115344
"567",17.7493616021719
"568",17.5803227084598
"569",15.7756720238648
"570",16.5299211862038
"571",16.2683757312596
"572",14.7677593871143
"573",15.6926708413698
"574",16.3264305214989
"575",16.5501598830096
"576",16.303598736485
"577",15.8840659544231
"578",15.4561373601356
"579",16.915244778477
"580",18.3765870777631
"581",19.7768880983593
"582",21.2699494569915
"583",21.5521884859248
"584",21.4140257684621
"585",22.0018770620352
"586",21.1952661730288
"587",21.3556977704014
"588",20.6758544920525
"589",20.6894170536494
"590",19.8999625052573
"591",19.298020091109
"592",16.9382180504242
"593",15.2143409326305
"594",14.5998163727447
"595",14.7912681703092
"596",15.9813270925355
"597",16.7078007500219
"598",17.7832396245436
"599",17.3741627615395
"600",20.2444447803082
"601",20.0565318661056
"602",21.0393800799591
"603",20.7409461833488
"604",20.2336564549415
"605",20.8531274874183
"606",20.6067426208453
"607",20.9929391429042
"608",21.4681800436941
"609",21.5573061591824
"610",21.83473151166
"611",20.1729543741393
"612",17.2065319945873
"613",16.3269660808763
"614",17.4844564907424
"615",17.6401832933559
"616",18.3429289536148
"617",19.0458262526944
"618",19.1825645579983
"619",18.9154105659446
"620",18.4248003622756
"621",16.6808189205718
"622",16.1659806547169
"623",17.5538097323271
"624",18.4692906226143
"625",19.8701584165402
"626",18.922029557463
"627",19.1696720025464
"628",20.0018924650582
"629",21.6841580977508
"630",23.8095336385475
"631",24.6743084807839
"632",24.8240288414947
"633",24.1702461427279
"634",25.0075479412938
"635",25.3793960716296
"636",25.0601739887504
"637",24.4722607015387
"638",23.7469357591746
"639",23.759086291068
"640",23.7110692918534
"641",24.1740082181662
"642",23.0260282856725
"643",21.1587411184203
"644",20.3319701456591
"645",19.1782713029387
"646",21.3100159370087
"647",20.5391618661525
"648",21.370541112935
"649",22.2173162425368
"650",23.1604504734587
"651",23.2454057690406
"652",24.524286485008
"653",24.3269065460856
"654",24.6566048841604
"655",24.336874296138
"656",23.1633905096171
"657",23.1764865938414
"658",23.6753867848627
"659",24.5878184969043
"660",23.6475541151743
"661",22.1823322969053
"662",23.2818622417265
"663",23.9590992038424
"664",24.1721485403019
"665",23.6194619740774
"666",23.6470244131726
"667",25.9936155285478
"668",28.0395125214411
"669",29.3311086087594
"670",29.8640865076141
"671",29.1589350556652
"672",28.1660172002377
"673",27.7836809782214
"674",28.4102342943382
"675",28.4100953930982
"676",29.8892002883906
"677",29.4204876507365
"678",29.6534542785905
"679",28.8271956435486
"680",29.2511412648714
"681",29.5075097400193
"682",29.9046089879188
"683",29.3860943010525
"684",28.3671384625806
"685",28.3030484738685
"686",26.4088531118383
"687",26.3950038705407
"688",27.833907118423
"689",27.974850394125
"690",27.113214172522
"691",24.9706264328199
"692",24.5575603506615
"693",25.2888928057708
"694",25.6597440334908
"695",25.745267050349
"696",24.9130165054192
"697",24.6881752122738
"698",24.8982212266956
"699",23.8831106383727
"700",23.8465530187463
"701",23.4457062872908
"702",24.6900155811002
"703",24.5741032321996
"704",24.4396198063148
"705",24.5495124340808
"706",23.4042887016731
"707",23.3547365937628
"708",22.7105714457987
"709",21.6013054605718
"710",21.1894058948183
"711",19.7309246907743
"712",19.6887916367614
"713",21.1053671722314
"714",22.5964816595516
"715",22.9518320748521
"716",21.5772778434428
"717",21.2607129625424
"718",21.6337352724193
"719",21.7613170697699
"720",20.2233683761868
"721",20.5383625460566
"722",21.0521614784199
"723",21.5299305222695
"724",22.1299139365293
"725",21.7280119338719
"726",21.9996014576153
"727",21.1442659414752
"728",21.5373725527529
"729",20.9054039303816
"730",20.9451479465959
"731",21.1217796956063
"732",21.6214687047776
"733",21.6499879421618
"734",20.5648665978902
"735",21.3138944611161
"736",21.6708876626574
"737",21.865004135946
"738",21.9829091709453
"739",23.4138404888155
"740",24.3343162308165
"741",26.4885032493344
"742",26.4095235612083
"743",27.6718543075878
"744",27.3546055089186
"745",27.651925737967
"746",29.2177197910055
"747",30.1664457351257
"748",31.2922885594214
"749",30.4437297074872
"750",27.8604400146837
"751",28.6431717913558
"752",26.9253133639067
"753",26.4656458800551
"754",25.5514159820765
"755",23.6209155557879
"756",23.5637846363497
"757",22.8686260678053
"758",21.7488205225573
"759",22.4174729357014
"760",23.8671636680119
"761",24.531333266963
"762",24.7273305932624
"763",24.0872563254913
"764",23.1553865950469
"765",22.6431285855337
"766",20.7706446204105
"767",20.0907795346848
"768",19.8770866658962
"769",20.712131483385
"770",22.3138661952805
"771",21.9843389631343
"772",20.8428211605293
"773",20.7056736767928
"774",19.1642507781155
"775",16.6623872568164
"776",17.1712452610198
"777",15.9403024502835
"778",16.3258637559693
"779",16.7043512067367
"780",15.6012255294775
"781",16.5282391304
"782",17.7008098335835
"783",20.5911848752246
"784",22.8517904006678
"785",23.6640979559888
"786",23.7302204209215
"787",23.4035508662929
"788",21.1871868560216
"789",20.8764410450417
"790",19.8831586469078
"791",20.6475587811292
"792",20.6582685376851
"793",19.8096229854018
"794",19.2911663184766
"795",21.2319613071307
"796",20.1685437280044
"797",18.5601693746812
"798",18.5608011399381
"799",19.3645528597372
"800",19.6413730016034
"801",19.4648557836751
"802",16.967989898047
"803",15.6702045632554
"804",14.9737724837758
"805",15.5278053619142
"806",15.6464040161214
"807",13.3529338642424
"808",14.1817427651376
"809",13.1921222722945
"810",15.2014650684612
"811",15.7463717103083
"812",16.0932353978869
"813",14.9929354744946
"814",15.902341487138
"815",14.0931963879708
"816",13.5948099373558
"817",12.7258233519479
"818",12.3007803302817
"819",13.5858657088347
"820",13.1188818755673
"821",14.1495614201953
"822",13.8804520915047
"823",12.9303741098553
"824",12.7271019645554
"825",13.705723896026
"826",13.8001169704896
"827",14.6646821090108
"828",14.1642090994919
"829",14.1103848197617
"830",13.750617507305
"831",12.7939528784714
"832",13.1207225006871
"833",13.5030030669918
"834",11.1124573975837
"835",10.7902398166896
"836",11.9865421810267
"837",12.2757089701786
"838",12.7500314956279
"839",11.8682132779605
"840",13.0284856282025
"841",12.2482623876698
"842",12.1453669617073
"843",11.9410996027859
"844",11.4983094359888
"845",11.310967476495
"846",11.347762207068
"847",10.2996224860226
"848",8.75476352764585
"849",6.1819056801965
"850",3.94999118952015
"851",3.80903365416724
"852",3.91226930840783
"853",4.9616062238482
"854",5.56495990057943
"855",5.06930987291305
"856",6.3854247341714
"857",6.8654390413119
"858",6.33143835411637
"859",7.06763613435135
"860",7.05545020115017
"861",8.65758433293197
"862",7.33314242096171
"863",7.73013373269449
"864",6.65249867068878
"865",7.05738879512521
"866",8.08616456087357
"867",7.38363795191506
"868",8.4945104952146
"869",8.61431056439418
"870",7.78901971272494
"871",7.89571756527291
"872",7.22498106745577
"873",8.74657110090583
"874",7.72754005326965
"875",8.66932429786127
"876",9.24981085003525
"877",9.17110888192883
"878",9.88701560753862
"879",10.4433000398044
"880",11.3133230165942
"881",12.3209367589473
"882",12.9178369371942
"883",12.7238450306765
"884",14.7193271880032
"885",14.3788071445864
"886",14.5879444239551
"887",15.92417006293
"888",17.2188335126023
"889",16.985303597026
"890",18.4364358991358
"891",17.9749727657212
"892",18.8304693368646
"893",19.0334380044569
"894",19.7829720496346
"895",18.4406814747562
"896",17.5872401577619
"897",19.0888244846611
"898",18.2257208903511
"899",17.976734567667
"900",17.412074499083
"901",15.4261041299139
"902",16.0069941294947
"903",15.3983685273663
"904",14.2791760732118
"905",11.2631910478466
"906",11.0349858103733
"907",10.4537946880944
"908",9.46147139690492
"909",8.29493560159878
"910",7.70856815972088
"911",7.42006036189856
"912",7.68870844418421
"913",7.21929103275859
"914",8.93588095014967
"915",7.51250755716093
"916",7.48113490570229
"917",7.04633036226538
"918",8.04808221110125
"919",8.57393239891856
"920",9.4189638390471
"921",9.97476125756089
"922",10.3767732562006
"923",12.0391648916984
"924",10.7291646856832
"925",13.4953219044449
"926",14.534553042745
"927",14.5355243197925
"928",15.8293982071599
"929",14.9736004651527
"930",15.2568324637876
"931",14.1710192114877
"932",14.8170470153451
"933",15.3103698267777
"934",17.4323466096593
"935",18.9565588813387
"936",20.7659252233731
"937",20.8954550612053
"938",21.8385354378762
"939",21.24759107592
"940",18.9800275830276
"941",17.2133376516672
"942",15.7295502369658
"943",13.1214363716776
"944",12.3783776365231
"945",10.8965388876544
"946",10.8104883179678
"947",11.2623220323335
"948",11.4038993353752
"949",13.1229590605487
"950",13.8717979520711
"951",16.1495171275899
"952",18.2948010610116
"953",19.5052435432248
"954",20.2751691221737
"955",19.2161867367318
"956",18.2162427412893
"957",17.6070455380891
"958",18.0984053997359
"959",18.6568604409732
"960",17.5180143606109
"961",17.3356217101296
"962",16.353881595238
"963",17.3390194039801
"964",17.9851780899908
"965",16.8055078302913
"966",16.1673044338554
"967",16.1568647260606
"968",16.2683850207453
"969",17.325344182862
"970",17.6120135437798
"971",20.4933527259801
"972",22.7095695742385
"973",25.2192203149781
"974",26.3642123798393
"975",26.1606713676255
"976",25.17645190716
"977",24.574567203217
"978",23.4841942037807
"979",24.2797725588407
"980",25.9742959238834
"981",26.6967058741502
"982",26.311402380918
"983",26.8688609253992
"984",27.5530565492838
"985",30.3225626154191
"986",30.9505482556439
"987",31.6757135080365
"988",32.6197240571342
"989",32.4414390602075
"990",32.6198752345886
"991",32.9701223024744
"992",34.5893154218668
"993",35.9791481915852
"994",37.6787100227968
"995",38.4302395078438
"996",39.0027294895037
"997",38.668482615886
"998",37.0852654560765
"999",36.635663634993
"1000",35.2022079202044
"1001",33.8667612380741
"1002",32.8833276527007
"1003",32.9075613636792
"1004",33.6105228421215
"1005",33.4371973555646
"1006",33.7965689596598
"1007",34.6108647136458
"1008",36.7481742771739
"1009",38.983546052414
"1010",41.2675575805264
"1011",40.6155549615244
"1012",39.7269658057813
"1013",39.3364503543939
"1014",38.3925771536297
"1015",37.766817275542
"1016",37.6243674432695
"1017",37.5468311658826
"1018",39.0369192074315
"1019",40.5246906631353
"1020",42.8308038003128
"1021",44.3021118821326
"1022",44.1040005945679
"1023",43.5282500145399
"1024",44.1551052327212
"1025",42.5932037450332
"1026",40.6070106095827
"1027",39.2455232394166
"1028",37.9024184417648
"1029",36.4446852623699
"1030",36.01659973123
"1031",34.9824755683547
"1032",36.2455623952251
"1033",35.8920152912318
"1034",36.0217204793085
"1035",37.1675741282245
"1036",37.6739682997839
"1037",39.8539314599441
"1038",41.171065421311
"1039",41.5138782013163
"1040",41.7698921506369
"1041",42.5831176846542
"1042",42.8439781248341
"1043",41.8168121144629
"1044",42.3459633124393
"1045",40.0988651993685
"1046",39.2753929717854
"1047",38.8429386628182
"1048",37.718327859682
"1049",36.470387250736
"1050",35.7613095170487
"1051",35.6284512005312
"1052",35.1387565301319
"1053",35.6130641584085
"1054",36.6832060823447
"1055",36.9588472908571
"1056",37.6269053795051
"1057",36.3716431508644
"1058",35.9390518282478
"1059",33.617110466276
"1060",34.1332715738368
"1061",34.6618963882434
"1062",35.1985231168396
"1063",36.2575030026094
"1064",35.1023965831887
"1065",33.6930137321558
"1066",32.6901727563403
"1067",32.687132534286
"1068",33.1032912914329
"1069",32.4135376888747
"1070",33.0676450876899
"1071",31.3113086673476
"1072",32.0850875456996
"1073",32.4568436747403
"1074",32.7194713037611
"1075",33.9424452785259
"1076",33.7626374194326
"1077",32.6343547071732
"1078",32.3721006061809
"1079",31.6695972328466
"1080",31.2966095569849
"1081",30.5386605503963
"1082",29.0169614707361
"1083",27.53336197195
"1084",25.2694152485955
"1085",25.3421273769646
"1086",25.1430902226285
"1087",24.4168946208145
"1088",24.2578433597133
"1089",22.4897320253353
"1090",23.1706541526899
"1091",23.8832414681438
"1092",25.6475033537273
"1093",25.4109470909025
"1094",25.4823205600767
"1095",25.2767524995764
"1096",26.6734505486492
"1097",25.9763301152031
"1098",26.0697644620696
"1099",25.4690735531687
"1100",24.5456452153095
"1101",24.3710081937483
"1102",24.4752471193394
"1103",24.5727779467432
"1104",22.9088747428275
"1105",22.7720742605738
"1106",22.3140413200522
"1107",22.0445180793925
"1108",21.7177918297675
"1109",22.1225478683817
"1110",23.7823509792465
"1111",25.1330672888623
"1112",25.7646806747765
"1113",25.9504580207209
"1114",23.3844335788406
"1115",24.8850868733035
"1116",25.1499941331415
"1117",27.1252356243127
"1118",26.0484788696272
"1119",27.1202322820214
"1120",27.0339319213115
"1121",26.3684985121254
"1122",27.0680603819575
"1123",25.9768355302982
"1124",27.6196147390048
"1125",26.3533012449725
"1126",26.8815335500994
"1127",27.1125031520101
"1128",27.8879901712136
"1129",28.5771399681129
"1130",29.0028955670208
"1131",28.764832384991
"1132",26.9904912100546
"1133",25.3233600935325
"1134",24.2811595487967
"1135",23.1375399729301
"1136",22.0468797799153
"1137",23.1198061588327
"1138",23.9190754937706
"1139",22.9807540029317
"1140",22.7274380441378
"1141",20.4556222659408
"1142",19.0513859484302
"1143",18.5939308111212
"1144",20.0094905143441
"1145",21.5710585780546
"1146",22.464243636314
"1147",21.6595836989822
"1148",20.1292336215669
"1149",20.3757448281854
"1150",19.3623113692283
"1151",18.4866992010162
"1152",18.3636944619499
"1153",17.6738291653286
"1154",15.5157091393153
"1155",14.9544953623221
"1156",13.7177752933845
"1157",14.7497283279182
"1158",14.5461727677388
"1159",12.9636888577953
"1160",10.1947887203086
"1161",8.39944608551188
"1162",9.21470232944977
"1163",8.8030708274427
"1164",9.31323630752618
"1165",6.54319208449609
"1166",6.27432192017448
"1167",6.86419664842225
"1168",7.75423404530153
"1169",9.77888076344322
"1170",8.74116705349596
"1171",9.41044499974657
"1172",8.22935926967843
"1173",7.80894070293175
"1174",6.20785130163391
"1175",5.06241792380887
"1176",4.30429700193984
"1177",5.38039521139584
"1178",4.92309156581314
"1179",3.82738471433862
"1180",4.13133791103349
"1181",3.70627924441543
"1182",4.18763379437647
"1183",4.92337284944235
"1184",5.26071471144007
"1185",5.1420181564708
"1186",3.94829858210553
"1187",3.80939126794531
"1188",3.27943719701142
"1189",1.61701329372459
"1190",2.57650860532573
"1191",4.25681020154131
"1192",5.44206087873832
"1193",6.60994844263398
"1194",5.7312608329461
"1195",5.42666603003174
"1196",5.21172951879604
"1197",3.50818295822077
"1198",2.76624803943008
"1199",2.0239811413062
"1200",1.64568859328431
"1201",0.250725867235106
"1202",1.23062404227255
"1203",1.27101510431197
"1204",2.7349104391854
"1205",0.985009024819988
"1206",0.520870364742853
"1207",0.746353595976649
"1208",2.46906210777698
"1209",3.43085892404244
"1210",3.08937697138575
"1211",3.55051134559966
"1212",2.89506780617022
"1213",3.27819475973305
"1214",2.81157440150509
"1215",2.32327086757468
"1216",1.29839517467274
"1217",0.465913694760767
"1218",0.0221317867740686
"1219",-0.433305447124726
"1220",-1.13703218807125
"1221",0.0664132572929321
"1222",1.71133550246944
"1223",2.70075726256136
"1224",4.70103024153692
"1225",6.39452631179266
"1226",7.96659316209882
"1227",7.60428048200597
"1228",9.16646079514093
"1229",9.61200299570834
"1230",10.4859682751081
"1231",10.5802155920369
"1232",7.49198319597684
"1233",6.30308813592852
"1234",4.7064032623499
"1235",4.25709991633056
"1236",3.89368706939285
"1237",2.37622781368702
"1238",1.80611582160333
"1239",1.74872951004029
"1240",0.871854303083176
"1241",2.4161162324388
"1242",1.76542465961681
"1243",1.75863152258866
"1244",1.17173356387694
"1245",-0.218195599864939
"1246",-0.109884828919905
"1247",0.376780489972173
"1248",0.261278293600651
"1249",0.753968684637825
"1250",0.147182858679465
"1251",0.937741445325668
"1252",1.04235738180459
